+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                              ;
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                          ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; chatbot_qsystem|mm_interconnect_0|sysid_qsys_0_control_slave_agent|uncompressor                                                                                                                    ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|sysid_qsys_0_control_slave_agent                                                                                                                                 ; 299   ; 39             ; 45           ; 39             ; 321    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent_rsp_fifo                                                                                                                     ; 149   ; 39             ; 0            ; 39             ; 108    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent|uncompressor                                                                                                                 ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_agent                                                                                                                              ; 299   ; 39             ; 45           ; 39             ; 321    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|neural_net_0_nn_slave_agent_rsp_fifo                                                                                                                             ; 149   ; 39             ; 0            ; 39             ; 108    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|neural_net_0_nn_slave_agent|uncompressor                                                                                                                         ; 43    ; 1              ; 0            ; 1              ; 41     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|neural_net_0_nn_slave_agent                                                                                                                                      ; 299   ; 39             ; 45           ; 39             ; 321    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|nios2_gen2_0_instruction_master_agent                                                                                                                            ; 187   ; 37             ; 83           ; 37             ; 141    ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|nios2_gen2_0_data_master_agent                                                                                                                                   ; 187   ; 37             ; 83           ; 37             ; 141    ; 37              ; 37            ; 37              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|timer_s1_translator                                                                                                                                              ; 94    ; 22             ; 43           ; 22             ; 55     ; 22              ; 22            ; 22              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|sdram_s1_translator                                                                                                                                              ; 57    ; 4              ; 2            ; 4              ; 47     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|onchip_memory2_0_s1_translator                                                                                                                                   ; 110   ; 7              ; 25           ; 7              ; 75     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|sdram_pll_pll_slave_translator                                                                                                                                   ; 110   ; 6              ; 25           ; 6              ; 70     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|nios2_gen2_0_debug_mem_slave_translator                                                                                                                          ; 110   ; 5              ; 18           ; 5              ; 82     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|sysid_qsys_0_control_slave_translator                                                                                                                            ; 110   ; 6              ; 26           ; 6              ; 35     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|jtag_uart_0_avalon_jtag_slave_translator                                                                                                                         ; 110   ; 5              ; 29           ; 5              ; 70     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|neural_net_0_nn_slave_translator                                                                                                                                 ; 110   ; 6              ; 22           ; 6              ; 78     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|nios2_gen2_0_instruction_master_translator                                                                                                                       ; 111   ; 51             ; 0            ; 51             ; 103    ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0|nios2_gen2_0_data_master_translator                                                                                                                              ; 111   ; 12             ; 0            ; 12             ; 103    ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|mm_interconnect_0                                                                                                                                                                  ; 318   ; 0              ; 0            ; 0              ; 330    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|sysid_qsys_0                                                                                                                                                                       ; 3     ; 13             ; 2            ; 13             ; 32     ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|sdram_pll|sd1                                                                                                                                                                      ; 3     ; 1              ; 0            ; 1              ; 6      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|sdram_pll|stdsync2|dffpipe3                                                                                                                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|sdram_pll|stdsync2                                                                                                                                                                 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|sdram_pll                                                                                                                                                                          ; 48    ; 40             ; 30           ; 40             ; 34     ; 40              ; 40            ; 40              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|sdram|the_chatbot_soc_sdram_input_efifo_module                                                                                                                                     ; 39    ; 0              ; 0            ; 0              ; 39     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|sdram                                                                                                                                                                              ; 39    ; 1              ; 1            ; 1              ; 31     ; 1               ; 1             ; 1               ; 8     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|onchip_memory2_0|the_altsyncram|auto_generated                                                                                                                                     ; 41    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|onchip_memory2_0                                                                                                                                                                   ; 45    ; 1              ; 1            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_debug_slave_wrapper|the_chatbot_soc_nios2_gen2_0_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_debug_slave_wrapper|the_chatbot_soc_nios2_gen2_0_cpu_debug_slave_tck                  ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_debug_slave_wrapper                                                                   ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_ocimem|chatbot_soc_nios2_gen2_0_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_ocimem|chatbot_soc_nios2_gen2_0_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_ocimem                                                                          ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_avalon_reg                                                                      ; 48    ; 0              ; 28           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_im                                                                          ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_pib                                                                         ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_fifo|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_fifo|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_fifo|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_fifo                                                                        ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_dtrace|chatbot_soc_nios2_gen2_0_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_dtrace                                                                      ; 112   ; 0              ; 101          ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_itrace                                                                      ; 24    ; 53             ; 24           ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_dbrk                                                                        ; 97    ; 0              ; 0            ; 0              ; 101    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_xbrk                                                                        ; 63    ; 5              ; 60           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_break                                                                       ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci_debug                                                                       ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_nios2_oci                                                                                                                        ; 174   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|chatbot_soc_nios2_gen2_0_cpu_register_bank_b|the_altsyncram|auto_generated                                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|chatbot_soc_nios2_gen2_0_cpu_register_bank_b                                                                                                                      ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|chatbot_soc_nios2_gen2_0_cpu_register_bank_a|the_altsyncram|auto_generated                                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|chatbot_soc_nios2_gen2_0_cpu_register_bank_a                                                                                                                      ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu|the_chatbot_soc_nios2_gen2_0_cpu_test_bench                                                                                                                       ; 315   ; 3              ; 281          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0|cpu                                                                                                                                                                   ; 149   ; 1              ; 30           ; 1              ; 129    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|nios2_gen2_0                                                                                                                                                                       ; 149   ; 0              ; 0            ; 0              ; 128    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|class_diff                                                                                                                                                            ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_bias                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_d_16                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_c_16                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_c_8                                                                                                                                                        ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_b_16                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_b_12                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_b_8                                                                                                                                                        ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_b_4                                                                                                                                                        ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_a_16                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_a_14                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_a_12                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_a_10                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_a_8                                                                                                                                                        ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_a_6                                                                                                                                                        ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_a_4                                                                                                                                                        ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|add_a_2                                                                                                                                                        ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_16                                                                                                                                                         ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_15                                                                                                                                                         ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_14                                                                                                                                                         ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_13                                                                                                                                                         ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_12                                                                                                                                                         ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_11                                                                                                                                                         ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_10                                                                                                                                                         ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_9                                                                                                                                                          ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_8                                                                                                                                                          ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_7                                                                                                                                                          ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_6                                                                                                                                                          ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_5                                                                                                                                                          ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_4                                                                                                                                                          ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_3                                                                                                                                                          ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_2                                                                                                                                                          ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2|mul_1                                                                                                                                                          ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_2                                                                                                                                                                ; 1056  ; 544            ; 0            ; 544            ; 32     ; 544             ; 544           ; 544             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_bias                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_d_16                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_c_16                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_c_8                                                                                                                                                        ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_b_16                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_b_12                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_b_8                                                                                                                                                        ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_b_4                                                                                                                                                        ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_a_16                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_a_14                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_a_12                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_a_10                                                                                                                                                       ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_a_8                                                                                                                                                        ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_a_6                                                                                                                                                        ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_a_4                                                                                                                                                        ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|add_a_2                                                                                                                                                        ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|mul_16                                                                                                                                                         ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|mul_15                                                                                                                                                         ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; chatbot_qsystem|neural_net_0|nn|p_1|mul_14                                                                                                                                                         ; 64    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
